"ID","NORTHING","EASTING","ELEVATION","START_DATE","END_DATE"
279528,188900,508600,52,"01-01-1961 00:00:00","31-12-1966 00:00:00"
279544,187500,507400,46,"01-01-1961 00:00:00","30-09-1984 00:00:00"
279563,184300,506400,43,"01-07-1969 00:00:00","31-10-1984 00:00:00"
279570,182700,506900,55,"01-01-1961 00:00:00","31-01-1968 00:00:00"
279580,180200,506200,30,"01-01-1961 00:00:00","31-08-1984 00:00:00"
287030,174000,518100,9,"01-01-1961 00:00:00","30-06-1969 00:00:00"
287035,174700,519300,27,"01-01-1961 00:00:00","31-12-1964 00:00:00"
287048,175700,517100,5,"01-01-1973 00:00:00","31-12-1980 00:00:00"
287049,175700,517100,5,"01-01-1871 00:00:00","31-12-1968 00:00:00"
287051,177257,518537,6,"01-08-2007 00:00:00","30-09-2024 00:00:00"
287052,177257,518537,6,"01-01-1961 00:00:00","31-10-2006 00:00:00"
287059,176600,519700,5,"01-09-1966 00:00:00","30-09-1999 00:00:00"
287078,177500,523000,5,"01-01-1961 00:00:00","31-07-1984 00:00:00"
288065,174200,525400,9,"01-01-1975 00:00:00","30-11-1986 00:00:00"
288147,177300,527500,4,"01-01-1961 00:00:00","30-09-1986 00:00:00"
288244,176100,529500,15,"01-11-1966 00:00:00","31-08-1968 00:00:00"
